CONTENT ID,TYPE,DATETIME,CONTENT TYPE,SENTIMENT,CATEGORY,SCORE,,,,,,,CATEGORY,TOTAL SCORES
0c2bd955-f00f-4c2f-8999-7cc0ada4b3e7,heart,01-10-2020 01:32,photo,positive,animals,60,,,,,,,,
0c2bd955-f00f-4c2f-8999-7cc0ada4b3e7,scared,09-05-2021 23:51,photo,negative,animals,15,,,,,,,,
0c2bd955-f00f-4c2f-8999-7cc0ada4b3e7,hate,05-07-2020 02:52,photo,negative,animals,5,,,,,,,,
0c2bd955-f00f-4c2f-8999-7cc0ada4b3e7,want,04-04-2021 01:51,photo,positive,animals,70,,,,,,,,
0c2bd955-f00f-4c2f-8999-7cc0ada4b3e7,adore,25-08-2020 02:45,photo,positive,animals,72,,,,,,,,
0c2bd955-f00f-4c2f-8999-7cc0ada4b3e7,interested,22-01-2021 11:01,photo,positive,animals,30,,,,,,,,
0c2bd955-f00f-4c2f-8999-7cc0ada4b3e7,scared,09-03-2021 04:06,photo,negative,animals,15,,,,,,,,
0c6e8e2a-7692-4490-b545-f76b0d06697a,cherish,23-06-2020 14:00,photo,positive,animals,70,,,,,,,,
0c6e8e2a-7692-4490-b545-f76b0d06697a,intrigued,13-01-2021 08:51,photo,positive,animals,45,,,,,,,,
0c6e8e2a-7692-4490-b545-f76b0d06697a,love,29-10-2020 15:18,photo,positive,animals,65,,,,,,,,
0c6e8e2a-7692-4490-b545-f76b0d06697a,cherish,07-12-2020 19:04,photo,positive,animals,70,,,,,,,,
0c6e8e2a-7692-4490-b545-f76b0d06697a,interested,26-11-2020 18:30,photo,positive,animals,30,,,,,,,,
0c6e8e2a-7692-4490-b545-f76b0d06697a,want,15-09-2020 08:34,photo,positive,animals,70,,,,,,,,
0c6e8e2a-7692-4490-b545-f76b0d06697a,cherish,23-11-2020 18:39,photo,positive,animals,70,,,,,,,,
0c6e8e2a-7692-4490-b545-f76b0d06697a,scared,08-12-2020 08:30,photo,negative,animals,15,,,,,,,,
0c6e8e2a-7692-4490-b545-f76b0d06697a,indifferent,04-09-2020 20:20,photo,neutral,animals,20,,,,,,,,
0c6e8e2a-7692-4490-b545-f76b0d06697a,hate,04-12-2020 07:41,photo,negative,animals,5,,,,,,,,
0c6e8e2a-7692-4490-b545-f76b0d06697a,disgust,25-02-2021 15:49,photo,negative,animals,0,,,,,,,,
0c6e8e2a-7692-4490-b545-f76b0d06697a,scared,24-01-2021 17:22,photo,negative,animals,15,,,,,,,,
0c6e8e2a-7692-4490-b545-f76b0d06697a,interested,31-05-2021 19:32,photo,positive,animals,30,,,,,,,,
0c6e8e2a-7692-4490-b545-f76b0d06697a,disgust,31-03-2021 05:40,photo,negative,animals,0,,,,,,,,
0c6e8e2a-7692-4490-b545-f76b0d06697a,indifferent,07-03-2021 16:21,photo,neutral,animals,20,,,,,,,,
0c6e8e2a-7692-4490-b545-f76b0d06697a,intrigued,15-01-2021 13:29,photo,positive,animals,45,,,,,,,,
0c6e8e2a-7692-4490-b545-f76b0d06697a,dislike,16-05-2021 07:34,photo,negative,animals,10,,,,,,,,
0c6e8e2a-7692-4490-b545-f76b0d06697a,hate,08-04-2021 21:03,photo,negative,animals,5,,,,,,,,
0c6e8e2a-7692-4490-b545-f76b0d06697a,super love,26-04-2021 02:59,photo,positive,animals,75,,,,,,,,
0c6e8e2a-7692-4490-b545-f76b0d06697a,super love,04-02-2021 22:08,photo,positive,animals,75,,,,,,,,
0c6e8e2a-7692-4490-b545-f76b0d06697a,like,10-09-2020 18:11,photo,positive,animals,50,,,,,,,,
0c6e8e2a-7692-4490-b545-f76b0d06697a,cherish,16-01-2021 23:10,photo,positive,animals,70,,,,,,,,
0c6e8e2a-7692-4490-b545-f76b0d06697a,super love,26-12-2020 17:29,photo,positive,animals,75,,,,,,,,
0c6e8e2a-7692-4490-b545-f76b0d06697a,scared,07-06-2021 16:38,photo,negative,animals,15,,,,,,,,
0c6e8e2a-7692-4490-b545-f76b0d06697a,want,20-02-2021 11:16,photo,positive,animals,70,,,,,,,,
0c6e8e2a-7692-4490-b545-f76b0d06697a,super love,19-05-2021 01:21,photo,positive,animals,75,,,,,,,,
0c6e8e2a-7692-4490-b545-f76b0d06697a,intrigued,24-12-2020 22:14,photo,positive,animals,45,,,,,,,,
0c6e8e2a-7692-4490-b545-f76b0d06697a,like,01-05-2021 03:48,photo,positive,animals,50,,,,,,,,
0c6e8e2a-7692-4490-b545-f76b0d06697a,scared,10-11-2020 06:02,photo,negative,animals,15,,,,,,,,
0c6e8e2a-7692-4490-b545-f76b0d06697a,want,20-11-2020 04:07,photo,positive,animals,70,,,,,,,,
0c6e8e2a-7692-4490-b545-f76b0d06697a,like,22-12-2020 17:33,photo,positive,animals,50,,,,,,,,
0c6e8e2a-7692-4490-b545-f76b0d06697a,peeking,29-10-2020 17:04,photo,neutral,animals,35,,,,,,,,
0c6e8e2a-7692-4490-b545-f76b0d06697a,indifferent,19-06-2020 04:40,photo,neutral,animals,20,,,,,,,,
18cb1ce7-fb66-4a56-8042-e38c9593ade1,interested,01-03-2021 02:47,photo,positive,animals,30,,,,,,,,
18cb1ce7-fb66-4a56-8042-e38c9593ade1,love,10-10-2020 08:31,photo,positive,animals,65,,,,,,,,
18cb1ce7-fb66-4a56-8042-e38c9593ade1,indifferent,16-05-2021 16:30,photo,neutral,animals,20,,,,,,,,
18cb1ce7-fb66-4a56-8042-e38c9593ade1,scared,17-11-2020 12:42,photo,negative,animals,15,,,,,,,,
18cb1ce7-fb66-4a56-8042-e38c9593ade1,peeking,18-07-2020 00:19,photo,neutral,animals,35,,,,,,,,
18cb1ce7-fb66-4a56-8042-e38c9593ade1,disgust,26-10-2020 11:09,photo,negative,animals,0,,,,,,,,
18cb1ce7-fb66-4a56-8042-e38c9593ade1,want,29-05-2021 16:40,photo,positive,animals,70,,,,,,,,
18cb1ce7-fb66-4a56-8042-e38c9593ade1,super love,29-05-2021 05:42,photo,positive,animals,75,,,,,,,,
18cb1ce7-fb66-4a56-8042-e38c9593ade1,interested,02-06-2021 11:47,photo,positive,animals,30,,,,,,,,
18cb1ce7-fb66-4a56-8042-e38c9593ade1,cherish,07-12-2020 02:59,photo,positive,animals,70,,,,,,,,
18cb1ce7-fb66-4a56-8042-e38c9593ade1,peeking,29-09-2020 06:02,photo,neutral,animals,35,,,,,,,,
18cb1ce7-fb66-4a56-8042-e38c9593ade1,peeking,13-07-2020 14:29,photo,neutral,animals,35,,,,,,,,
18cb1ce7-fb66-4a56-8042-e38c9593ade1,interested,16-02-2021 05:06,photo,positive,animals,30,,,,,,,,
18cb1ce7-fb66-4a56-8042-e38c9593ade1,intrigued,31-12-2020 16:11,photo,positive,animals,45,,,,,,,,
18cb1ce7-fb66-4a56-8042-e38c9593ade1,like,29-03-2021 03:23,photo,positive,animals,50,,,,,,,,
18cb1ce7-fb66-4a56-8042-e38c9593ade1,disgust,17-11-2020 03:21,photo,negative,animals,0,,,,,,,,
18cb1ce7-fb66-4a56-8042-e38c9593ade1,cherish,31-08-2020 06:46,photo,positive,animals,70,,,,,,,,
18cb1ce7-fb66-4a56-8042-e38c9593ade1,heart,24-07-2020 22:43,photo,positive,animals,60,,,,,,,,
18cb1ce7-fb66-4a56-8042-e38c9593ade1,dislike,28-08-2020 06:47,photo,negative,animals,10,,,,,,,,
18cb1ce7-fb66-4a56-8042-e38c9593ade1,adore,04-12-2020 02:33,photo,positive,animals,72,,,,,,,,
18cb1ce7-fb66-4a56-8042-e38c9593ade1,cherish,20-10-2020 03:48,photo,positive,animals,70,,,,,,,,
18cb1ce7-fb66-4a56-8042-e38c9593ade1,adore,22-06-2020 01:25,photo,positive,animals,72,,,,,,,,
18cb1ce7-fb66-4a56-8042-e38c9593ade1,super love,24-10-2020 08:22,photo,positive,animals,75,,,,,,,,
18cb1ce7-fb66-4a56-8042-e38c9593ade1,dislike,03-11-2020 06:38,photo,negative,animals,10,,,,,,,,
18cb1ce7-fb66-4a56-8042-e38c9593ade1,dislike,15-12-2020 14:06,photo,negative,animals,10,,,,,,,,
18cb1ce7-fb66-4a56-8042-e38c9593ade1,like,25-03-2021 19:29,photo,positive,animals,50,,,,,,,,
18cb1ce7-fb66-4a56-8042-e38c9593ade1,adore,23-10-2020 22:52,photo,positive,animals,72,,,,,,,,
18cb1ce7-fb66-4a56-8042-e38c9593ade1,like,31-10-2020 21:45,photo,positive,animals,50,,,,,,,,
18cb1ce7-fb66-4a56-8042-e38c9593ade1,want,09-12-2020 02:02,photo,positive,animals,70,,,,,,,,
18cb1ce7-fb66-4a56-8042-e38c9593ade1,dislike,21-08-2020 23:30,photo,negative,animals,10,,,,,,,,
18cb1ce7-fb66-4a56-8042-e38c9593ade1,worried,27-11-2020 18:28,photo,negative,animals,12,,,,,,,,
18cb1ce7-fb66-4a56-8042-e38c9593ade1,like,28-12-2020 11:09,photo,positive,animals,50,,,,,,,,
18cb1ce7-fb66-4a56-8042-e38c9593ade1,peeking,13-04-2021 00:19,photo,neutral,animals,35,,,,,,,,
18cb1ce7-fb66-4a56-8042-e38c9593ade1,intrigued,12-01-2021 23:55,photo,positive,animals,45,,,,,,,,
18cb1ce7-fb66-4a56-8042-e38c9593ade1,like,11-09-2020 21:44,photo,positive,animals,50,,,,,,,,
18cb1ce7-fb66-4a56-8042-e38c9593ade1,scared,21-10-2020 02:42,photo,negative,animals,15,,,,,,,,
18cb1ce7-fb66-4a56-8042-e38c9593ade1,cherish,25-08-2020 04:58,photo,positive,animals,70,,,,,,,,
18cb1ce7-fb66-4a56-8042-e38c9593ade1,disgust,27-09-2020 00:19,photo,negative,animals,0,,,,,,,,
18cb1ce7-fb66-4a56-8042-e38c9593ade1,hate,20-01-2021 07:37,photo,negative,animals,5,,,,,,,,
18cb1ce7-fb66-4a56-8042-e38c9593ade1,love,12-09-2020 19:52,photo,positive,animals,65,,,,,,,,
18cb1ce7-fb66-4a56-8042-e38c9593ade1,want,02-05-2021 18:14,photo,positive,animals,70,,,,,,,,
18cb1ce7-fb66-4a56-8042-e38c9593ade1,indifferent,10-08-2020 11:13,photo,neutral,animals,20,,,,,,,,
18cb1ce7-fb66-4a56-8042-e38c9593ade1,peeking,20-06-2020 20:06,photo,neutral,animals,35,,,,,,,,
18cb1ce7-fb66-4a56-8042-e38c9593ade1,peeking,18-06-2021 07:52,photo,neutral,animals,35,,,,,,,,
1b7d1f70-21dd-483b-b395-e15f4c2368f1,intrigued,15-02-2021 19:30,photo,positive,animals,45,,,,,,,,
1b7d1f70-21dd-483b-b395-e15f4c2368f1,interested,26-09-2020 13:21,photo,positive,animals,30,,,,,,,,
1b7d1f70-21dd-483b-b395-e15f4c2368f1,super love,26-09-2020 20:45,photo,positive,animals,75,,,,,,,,
1b7d1f70-21dd-483b-b395-e15f4c2368f1,cherish,12-01-2021 08:14,photo,positive,animals,70,,,,,,,,
1b7d1f70-21dd-483b-b395-e15f4c2368f1,super love,14-12-2020 22:39,photo,positive,animals,75,,,,,,,,
1b7d1f70-21dd-483b-b395-e15f4c2368f1,disgust,14-12-2020 13:12,photo,negative,animals,0,,,,,,,,
1b7d1f70-21dd-483b-b395-e15f4c2368f1,indifferent,07-05-2021 17:30,photo,neutral,animals,20,,,,,,,,
1b7d1f70-21dd-483b-b395-e15f4c2368f1,like,19-06-2020 02:19,photo,positive,animals,50,,,,,,,,
1b7d1f70-21dd-483b-b395-e15f4c2368f1,dislike,19-10-2020 16:52,photo,negative,animals,10,,,,,,,,
1b7d1f70-21dd-483b-b395-e15f4c2368f1,love,11-07-2020 10:14,photo,positive,animals,65,,,,,,,,
1b7d1f70-21dd-483b-b395-e15f4c2368f1,love,23-05-2021 00:07,photo,positive,animals,65,,,,,,,,
1b7d1f70-21dd-483b-b395-e15f4c2368f1,scared,13-06-2021 19:38,photo,negative,animals,15,,,,,,,,
1b7d1f70-21dd-483b-b395-e15f4c2368f1,super love,31-01-2021 21:52,photo,positive,animals,75,,,,,,,,
1b7d1f70-21dd-483b-b395-e15f4c2368f1,disgust,20-04-2021 23:40,photo,negative,animals,0,,,,,,,,
1b7d1f70-21dd-483b-b395-e15f4c2368f1,worried,17-10-2020 04:48,photo,negative,animals,12,,,,,,,,
1b7d1f70-21dd-483b-b395-e15f4c2368f1,super love,23-04-2021 07:44,photo,positive,animals,75,,,,,,,,
1b7d1f70-21dd-483b-b395-e15f4c2368f1,disgust,14-06-2021 12:09,photo,negative,animals,0,,,,,,,,
1f0ed2b8-8531-416f-b694-a40a63f378a0,indifferent,24-06-2020 18:26,photo,neutral,animals,20,,,,,,,,
1f0ed2b8-8531-416f-b694-a40a63f378a0,scared,26-05-2021 05:05,photo,negative,animals,15,,,,,,,,
1f0ed2b8-8531-416f-b694-a40a63f378a0,heart,04-12-2020 14:35,photo,positive,animals,60,,,,,,,,
1f0ed2b8-8531-416f-b694-a40a63f378a0,love,26-12-2020 08:16,photo,positive,animals,65,,,,,,,,
1f0ed2b8-8531-416f-b694-a40a63f378a0,super love,04-10-2020 05:43,photo,positive,animals,75,,,,,,,,
1f0ed2b8-8531-416f-b694-a40a63f378a0,intrigued,17-09-2020 15:22,photo,positive,animals,45,,,,,,,,
1f0ed2b8-8531-416f-b694-a40a63f378a0,peeking,26-10-2020 14:41,photo,neutral,animals,35,,,,,,,,
1f0ed2b8-8531-416f-b694-a40a63f378a0,love,18-10-2020 11:22,photo,positive,animals,65,,,,,,,,
1f0ed2b8-8531-416f-b694-a40a63f378a0,heart,13-12-2020 21:51,photo,positive,animals,60,,,,,,,,
1f0ed2b8-8531-416f-b694-a40a63f378a0,adore,16-08-2020 04:24,photo,positive,animals,72,,,,,,,,
1f0ed2b8-8531-416f-b694-a40a63f378a0,hate,23-07-2020 03:50,photo,negative,animals,5,,,,,,,,
1f0ed2b8-8531-416f-b694-a40a63f378a0,disgust,21-11-2020 16:42,photo,negative,animals,0,,,,,,,,
1f0ed2b8-8531-416f-b694-a40a63f378a0,intrigued,04-06-2021 22:20,photo,positive,animals,45,,,,,,,,
1f0ed2b8-8531-416f-b694-a40a63f378a0,cherish,22-09-2020 22:05,photo,positive,animals,70,,,,,,,,
1f0ed2b8-8531-416f-b694-a40a63f378a0,dislike,22-04-2021 12:57,photo,negative,animals,10,,,,,,,,
1f0ed2b8-8531-416f-b694-a40a63f378a0,hate,25-08-2020 19:07,photo,negative,animals,5,,,,,,,,
1f0ed2b8-8531-416f-b694-a40a63f378a0,want,29-07-2020 09:57,photo,positive,animals,70,,,,,,,,
1f0ed2b8-8531-416f-b694-a40a63f378a0,scared,30-05-2021 10:36,photo,negative,animals,15,,,,,,,,
1f0ed2b8-8531-416f-b694-a40a63f378a0,like,15-01-2021 15:02,photo,positive,animals,50,,,,,,,,
1f0ed2b8-8531-416f-b694-a40a63f378a0,love,09-12-2020 03:39,photo,positive,animals,65,,,,,,,,
1f0ed2b8-8531-416f-b694-a40a63f378a0,want,25-12-2020 12:50,photo,positive,animals,70,,,,,,,,
1f0ed2b8-8531-416f-b694-a40a63f378a0,scared,27-03-2021 02:21,photo,negative,animals,15,,,,,,,,
1f0ed2b8-8531-416f-b694-a40a63f378a0,worried,12-03-2021 23:14,photo,negative,animals,12,,,,,,,,
1f0ed2b8-8531-416f-b694-a40a63f378a0,cherish,26-03-2021 14:59,photo,positive,animals,70,,,,,,,,
1f0ed2b8-8531-416f-b694-a40a63f378a0,scared,21-10-2020 23:41,photo,negative,animals,15,,,,,,,,
1f0ed2b8-8531-416f-b694-a40a63f378a0,cherish,05-11-2020 10:04,photo,positive,animals,70,,,,,,,,
1f0ed2b8-8531-416f-b694-a40a63f378a0,worried,26-09-2020 19:41,photo,negative,animals,12,,,,,,,,
1f0ed2b8-8531-416f-b694-a40a63f378a0,love,01-03-2021 04:33,photo,positive,animals,65,,,,,,,,
1f0ed2b8-8531-416f-b694-a40a63f378a0,cherish,28-02-2021 17:05,photo,positive,animals,70,,,,,,,,
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,indifferent,28-05-2021 02:46,photo,neutral,animals,20,,,,,,,,
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,like,24-07-2020 12:42,photo,positive,animals,50,,,,,,,,
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,scared,26-03-2021 20:50,photo,negative,animals,15,,,,,,,,
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,cherish,13-06-2021 08:28,photo,positive,animals,70,,,,,,,,
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,want,31-12-2020 02:03,photo,positive,animals,70,,,,,,,,
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,adore,17-04-2021 18:05,photo,positive,animals,72,,,,,,,,
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,peeking,04-03-2021 20:43,photo,neutral,animals,35,,,,,,,,
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,want,03-02-2021 08:00,photo,positive,animals,70,,,,,,,,
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,love,11-11-2020 08:32,photo,positive,animals,65,,,,,,,,
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,peeking,31-05-2021 10:12,photo,neutral,animals,35,,,,,,,,
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,dislike,10-01-2021 14:57,photo,negative,animals,10,,,,,,,,
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,dislike,22-11-2020 13:12,photo,negative,animals,10,,,,,,,,
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,heart,11-05-2021 00:13,photo,positive,animals,60,,,,,,,,
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,want,27-05-2021 18:30,photo,positive,animals,70,,,,,,,,
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,cherish,15-06-2021 14:17,photo,positive,animals,70,,,,,,,,
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,heart,13-06-2021 01:47,photo,positive,animals,60,,,,,,,,
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,want,31-01-2021 06:04,photo,positive,animals,70,,,,,,,,
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,worried,19-08-2020 04:55,photo,negative,animals,12,,,,,,,,
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,intrigued,13-07-2020 23:17,photo,positive,animals,45,,,,,,,,
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,heart,27-02-2021 07:04,photo,positive,animals,60,,,,,,,,
273cb565-8c43-428e-bd2b-46ae0c2ae046,love,24-05-2021 13:39,GIF,positive,animals,65,,,,,,,,
273cb565-8c43-428e-bd2b-46ae0c2ae046,hate,24-12-2020 13:49,GIF,negative,animals,5,,,,,,,,
273cb565-8c43-428e-bd2b-46ae0c2ae046,scared,27-06-2020 03:16,GIF,negative,animals,15,,,,,,,,
273cb565-8c43-428e-bd2b-46ae0c2ae046,interested,16-12-2020 20:19,GIF,positive,animals,30,,,,,,,,
273cb565-8c43-428e-bd2b-46ae0c2ae046,indifferent,15-04-2021 05:24,GIF,neutral,animals,20,,,,,,,,
273cb565-8c43-428e-bd2b-46ae0c2ae046,dislike,20-05-2021 02:54,GIF,negative,animals,10,,,,,,,,
273cb565-8c43-428e-bd2b-46ae0c2ae046,indifferent,12-03-2021 23:18,GIF,neutral,animals,20,,,,,,,,
273cb565-8c43-428e-bd2b-46ae0c2ae046,heart,11-08-2020 23:23,GIF,positive,animals,60,,,,,,,,
273cb565-8c43-428e-bd2b-46ae0c2ae046,dislike,23-05-2021 23:11,GIF,negative,animals,10,,,,,,,,
273cb565-8c43-428e-bd2b-46ae0c2ae046,interested,30-06-2020 05:47,GIF,positive,animals,30,,,,,,,,
273cb565-8c43-428e-bd2b-46ae0c2ae046,peeking,19-12-2020 12:23,GIF,neutral,animals,35,,,,,,,,
273cb565-8c43-428e-bd2b-46ae0c2ae046,worried,22-08-2020 16:59,GIF,negative,animals,12,,,,,,,,
273cb565-8c43-428e-bd2b-46ae0c2ae046,worried,05-09-2020 00:42,GIF,negative,animals,12,,,,,,,,
273cb565-8c43-428e-bd2b-46ae0c2ae046,peeking,06-01-2021 20:43,GIF,neutral,animals,35,,,,,,,,
273cb565-8c43-428e-bd2b-46ae0c2ae046,hate,17-06-2021 13:00,GIF,negative,animals,5,,,,,,,,
273cb565-8c43-428e-bd2b-46ae0c2ae046,want,18-10-2020 20:30,GIF,positive,animals,70,,,,,,,,
273cb565-8c43-428e-bd2b-46ae0c2ae046,peeking,13-11-2020 01:34,GIF,neutral,animals,35,,,,,,,,
273cb565-8c43-428e-bd2b-46ae0c2ae046,scared,26-12-2020 16:36,GIF,negative,animals,15,,,,,,,,
273cb565-8c43-428e-bd2b-46ae0c2ae046,disgust,06-01-2021 07:20,GIF,negative,animals,0,,,,,,,,
273cb565-8c43-428e-bd2b-46ae0c2ae046,hate,27-02-2021 11:39,GIF,negative,animals,5,,,,,,,,
273cb565-8c43-428e-bd2b-46ae0c2ae046,dislike,09-09-2020 16:50,GIF,negative,animals,10,,,,,,,,
27ec2b21-a749-4181-b182-150a174fc277,peeking,20-03-2021 14:10,GIF,neutral,animals,35,,,,,,,,
27ec2b21-a749-4181-b182-150a174fc277,interested,28-08-2020 15:26,GIF,positive,animals,30,,,,,,,,
27ec2b21-a749-4181-b182-150a174fc277,like,21-10-2020 23:56,GIF,positive,animals,50,,,,,,,,
27ec2b21-a749-4181-b182-150a174fc277,intrigued,28-05-2021 05:00,GIF,positive,animals,45,,,,,,,,
27ec2b21-a749-4181-b182-150a174fc277,intrigued,10-09-2020 15:53,GIF,positive,animals,45,,,,,,,,
27ec2b21-a749-4181-b182-150a174fc277,like,25-03-2021 18:37,GIF,positive,animals,50,,,,,,,,
27ec2b21-a749-4181-b182-150a174fc277,heart,06-11-2020 00:51,GIF,positive,animals,60,,,,,,,,
27ec2b21-a749-4181-b182-150a174fc277,want,01-03-2021 09:37,GIF,positive,animals,70,,,,,,,,
27ec2b21-a749-4181-b182-150a174fc277,intrigued,22-02-2021 15:42,GIF,positive,animals,45,,,,,,,,
27ec2b21-a749-4181-b182-150a174fc277,peeking,20-11-2020 05:02,GIF,neutral,animals,35,,,,,,,,
27ec2b21-a749-4181-b182-150a174fc277,scared,10-06-2021 09:02,GIF,negative,animals,15,,,,,,,,
27ec2b21-a749-4181-b182-150a174fc277,like,06-10-2020 19:23,GIF,positive,animals,50,,,,,,,,
27ec2b21-a749-4181-b182-150a174fc277,cherish,11-11-2020 04:16,GIF,positive,animals,70,,,,,,,,
27ec2b21-a749-4181-b182-150a174fc277,hate,26-10-2020 21:04,GIF,negative,animals,5,,,,,,,,
27ec2b21-a749-4181-b182-150a174fc277,like,11-03-2021 03:11,GIF,positive,animals,50,,,,,,,,
27ec2b21-a749-4181-b182-150a174fc277,super love,09-04-2021 03:07,GIF,positive,animals,75,,,,,,,,
27ec2b21-a749-4181-b182-150a174fc277,indifferent,27-03-2021 17:52,GIF,neutral,animals,20,,,,,,,,
27ec2b21-a749-4181-b182-150a174fc277,worried,07-04-2021 01:28,GIF,negative,animals,12,,,,,,,,
27ec2b21-a749-4181-b182-150a174fc277,heart,14-06-2021 21:46,GIF,positive,animals,60,,,,,,,,
27ec2b21-a749-4181-b182-150a174fc277,interested,02-04-2021 08:01,GIF,positive,animals,30,,,,,,,,
27ec2b21-a749-4181-b182-150a174fc277,like,18-05-2021 03:15,GIF,positive,animals,50,,,,,,,,
27ec2b21-a749-4181-b182-150a174fc277,adore,27-11-2020 22:33,GIF,positive,animals,72,,,,,,,,
27ec2b21-a749-4181-b182-150a174fc277,peeking,01-05-2021 11:19,GIF,neutral,animals,35,,,,,,,,
27ec2b21-a749-4181-b182-150a174fc277,dislike,02-05-2021 07:12,GIF,negative,animals,10,,,,,,,,
27ec2b21-a749-4181-b182-150a174fc277,love,02-04-2021 17:55,GIF,positive,animals,65,,,,,,,,
27ec2b21-a749-4181-b182-150a174fc277,intrigued,31-01-2021 13:47,GIF,positive,animals,45,,,,,,,,
27ec2b21-a749-4181-b182-150a174fc277,intrigued,16-02-2021 13:38,GIF,positive,animals,45,,,,,,,,
